description,name,Nro de Inscripción,CUIT,Domicilio,Localidad,Provincia,Código Postal,Referente y Cargo,Teléf. de Contacto,E-Mail de contacto,WEB,Perfil de Facebook,Twitter,Programas,capa,Oeste,Sur,geometry
Nro de Inscripción: 53<br>CUIT: 30-63374180-4<br>Domicilio: Avenida Córdoba 139 Oeste<br>Localidad: San Juan<br>Provincia: San Juan<br>Código Postal: 5400<br>Referente y Cargo: Mariana Citrinovitz Coordinadora del Departamento de Capacitación Continua de la Sociedad Israelita de Beneficencia de San Juan<br>Teléf. de Contacto: (0264) 4222056/ 2645522802<br>E-Mail de contacto: mcitrinovitz@gmail.com/leonardo.siere@gmail.com<br>WEB: http://israelit.ferozo.com/2014/15/<br>Perfil de Facebook: https://www.facebook.com/profile.php?id=100011389368013<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.523432<br>Sur: -31.540348,Sociedad Israelita de Beneficencia de San Juan,53,30-63374180-4,Avenida Córdoba 139 Oeste,San Juan,San Juan,5400,Mariana Citrinovitz Coordinadora del Departamento de Capacitación Continua de la Sociedad Israelita de Beneficencia de San Juan,(0264) 4222056/ 2645522802,mcitrinovitz@gmail.com/leonardo.siere@gmail.com,http://israelit.ferozo.com/2014/15/,https://www.facebook.com/profile.php?id=100011389368013,,INCUBADORA PAC y Fondo Semilla,incubadora,-68.523432,-31.540348,"<Point><coordinates>-68.523432,-31.540348,0.0</coordinates></Point>"
Nro de Inscripción: 73<br>CUIT: 30-71165548-0<br>Domicilio: Leandro N. Alem 4593 2 215<br>Localidad: José C. Paz<br>Provincia: Buenos Aires<br>Código Postal: 1665<br>Referente y Cargo: Marina Wagener Secretaría de Ciencia y Tecnología - Jefa Departamento de Articulación en I+D con el sector público y organizaciones de la comunidad<br>Teléf. de Contacto: 02320-333696<br>E-Mail de contacto: mwagener@unpaz.edu.ar - vinculaciontecnologica@unpaz.edu.ar<br>WEB: www.unpaz.edu.ar<br>Perfil de Facebook: Universidad Nacional de José C. Paz (Página Oficial)<br>Twitter: <br>Programas: Fondo Semilla<br>Oeste: -58.744309<br>Sur: -34.521486,Universidad Nacional de José C. Paz,73,30-71165548-0,Leandro N. Alem 4593 2 215,José C. Paz,Buenos Aires,1665,Marina Wagener Secretaría de Ciencia y Tecnología - Jefa Departamento de Articulación en I+D con el sector público y organizaciones de la comunidad,02320-333696,mwagener@unpaz.edu.ar - vinculaciontecnologica@unpaz.edu.ar,www.unpaz.edu.ar,Universidad Nacional de José C. Paz (Página Oficial),,Fondo Semilla,incubadora,-58.744309,-34.521486,"<Point><coordinates>-58.744309,-34.521486,0.0</coordinates></Point>"
Nro de Inscripción: 76<br>CUIT: 30-70977301-8<br>Domicilio: French 828<br>Localidad: Resistencia<br>Provincia: Chaco<br>Código Postal: 3500<br>Referente y Cargo: Rivero Lorena Gerente<br>Teléf. de Contacto: 0362-4415742<br>E-Mail de contacto: incubadoraintecnor@gmail.com<br>WEB: http://www.frre.utn.edu.ar/intecnor/<br>Perfil de Facebook: wwww.facebook.com/fundacion.intecnor<br>Twitter: www.twitter.com/fundintecnor<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.975678<br>Sur: -27.447657,Fundación INTECNOR,76,30-70977301-8,French 828,Resistencia,Chaco,3500,Rivero Lorena Gerente,0362-4415742,incubadoraintecnor@gmail.com,http://www.frre.utn.edu.ar/intecnor/,wwww.facebook.com/fundacion.intecnor,www.twitter.com/fundintecnor,INCUBADORA PAC y Fondo Semilla,incubadora,-58.975678,-27.447657,"<Point><coordinates>-58.975678,-27.447657,0.0</coordinates></Point>"
Nro de Inscripción: 79<br>CUIT: 30-99902274-6<br>Domicilio: 54 2942 PB -<br>Localidad: Necochea<br>Provincia: Buenos Aires<br>Código Postal: 7630<br>Referente y Cargo: Donald Macleod Subsecretario<br>Teléf. de Contacto: 02262-439280<br>E-Mail de contacto: prof_macleod@hotmail.com<br>WEB: www.necochea.gov.ar<br>Perfil de Facebook: Donald Macleod<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.737743<br>Sur: -38.556482,"Subsecretaría Innovación, Producción y Desarrollo Local",79,30-99902274-6,54 2942 PB -,Necochea,Buenos Aires,7630,Donald Macleod Subsecretario,02262-439280,prof_macleod@hotmail.com,www.necochea.gov.ar,Donald Macleod,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.737743,-38.556482,"<Point><coordinates>-58.737743,-38.556482,0.0</coordinates></Point>"
Nro de Inscripción: 116<br>CUIT: 30-99901707-6<br>Domicilio: Calle 21 1617 PA<br>Localidad: Miramar<br>Provincia: Buenos Aires<br>Código Postal: 7607<br>Referente y Cargo: Mg. Sebastián Ianantuony Secretario de Producción<br>Teléf. de Contacto: 0223 155382898<br>E-Mail de contacto: sebastiani@buyido.com<br>WEB: http://mga.gov.ar/secretarias/?item=4<br>Perfil de Facebook: https://www.facebook.com/empleo.mga.1/<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.841679<br>Sur: -38.267574,Secretaria de Producción y Empleo de Gral Alvarado,116,30-99901707-6,Calle 21 1617 PA,Miramar,Buenos Aires,7607,Mg. Sebastián Ianantuony Secretario de Producción,0223 155382898,sebastiani@buyido.com,http://mga.gov.ar/secretarias/?item=4,https://www.facebook.com/empleo.mga.1/,,INCUBADORA PAC y Fondo Semilla,incubadora,-57.841679,-38.267574,"<Point><coordinates>-57.841679,-38.267574,0.0</coordinates></Point>"
Nro de Inscripción: 105<br>CUIT: 30-69785988-4<br>Domicilio: Sarmiento 802<br>Localidad: Neuquén<br>Provincia: Neuquén<br>Código Postal: 8300<br>Referente y Cargo: Lucila Marquisio Coordinadora de Incubadora de Emprendimientos ADENEU<br>Teléf. de Contacto: 299 4485553<br>E-Mail de contacto: lmarquisio@cpymeadeneu.com.ar<br>WEB: www.idea.cpymeadeneu.com.ar<br>Perfil de Facebook: https://www.facebook.com/Centro-PyME-ADENEU-1424434091169223/?fref=ts<br>Twitter: @Adeneu<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.070800<br>Sur: -38.957059,Centro PyME ADENEU,105,30-69785988-4,Sarmiento 802,Neuquén,Neuquén,8300,Lucila Marquisio Coordinadora de Incubadora de Emprendimientos ADENEU,299 4485553,lmarquisio@cpymeadeneu.com.ar,www.idea.cpymeadeneu.com.ar,https://www.facebook.com/Centro-PyME-ADENEU-1424434091169223/?fref=ts,@Adeneu,INCUBADORA PAC y Fondo Semilla,incubadora,-68.0708,-38.957059,"<Point><coordinates>-68.0708,-38.957059,0.0</coordinates></Point>"
Nro de Inscripción: 92<br>CUIT: 30-58558353-3<br>Domicilio: Avenida Paraguay 1240<br>Localidad: Salta<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Juan Domingo Guzmán Macías Director de medición de la Calidad y atención al contribuyente (Secretaria de Modernización)<br>Teléf. de Contacto: 387-4160900 / 387- 5774875<br>E-Mail de contacto: Juandomingoguzmanmacias@gmail.com<br>WEB: http://www.gobiernodelaciudad.gob.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.420376<br>Sur: -24.804442,Municipalidad de la Ciudad de Salta,92,30-58558353-3,Avenida Paraguay 1240,Salta,Salta,4400,Juan Domingo Guzmán Macías Director de medición de la Calidad y atención al contribuyente (Secretaria de Modernización),387-4160900 / 387- 5774875,Juandomingoguzmanmacias@gmail.com,http://www.gobiernodelaciudad.gob.ar/,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.420376,-24.804442,"<Point><coordinates>-65.420376,-24.804442,0.0</coordinates></Point>"
Nro de Inscripción: 107<br>CUIT: 30-71134016-1<br>Domicilio: Av. Calchaqui 6200 Instituto de Ingeniería y Agronomía (IIyA)<br>Localidad: Florencio Varela<br>Provincia: Buenos Aires<br>Código Postal: 1888<br>Referente y Cargo: Enrique Carrizo Director del Instituto de Ingeniería y Agronomía<br>Teléf. de Contacto: 4275-6155 // 4275-6157<br>E-Mail de contacto: ecarrizo@unaj.edu.ar<br>WEB: www.unaj.edu.ar/carreras/ingenieria-y-agronomia/<br>Perfil de Facebook: Instituto de Ingeniería y Agronomía - UNAJ<br>Twitter: twitter.com/iiaunaj<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.219215<br>Sur: -34.828291,Instituto de Ingeniería y Agronomía - UNAJ,107,30-71134016-1,Av. Calchaqui 6200 Instituto de Ingeniería y Agronomía (IIyA),Florencio Varela,Buenos Aires,1888,Enrique Carrizo Director del Instituto de Ingeniería y Agronomía,4275-6155 // 4275-6157,ecarrizo@unaj.edu.ar,www.unaj.edu.ar/carreras/ingenieria-y-agronomia/,Instituto de Ingeniería y Agronomía - UNAJ,twitter.com/iiaunaj,INCUBADORA PAC y Fondo Semilla,incubadora,-58.219215,-34.828291,"<Point><coordinates>-58.219215,-34.828291,0.0</coordinates></Point>"
Nro de Inscripción: 70<br>CUIT: 30-71193038-4<br>Domicilio: Reyes Catolicos 1330 1 14<br>Localidad: Salta<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Lic. Mabel Isabel Pérez Vicepresidente y Gerente General<br>Teléf. de Contacto: 3874611499<br>E-Mail de contacto: mabeliprez@gmail.com<br>WEB: agenciasaltacrece@gmail.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.398953<br>Sur: -24.774207,Fundacion Agencia de Desarrollo Productivo Salta Crece,70,30-71193038-4,Reyes Catolicos 1330 1 14,Salta,Salta,4400,Lic. Mabel Isabel Pérez Vicepresidente y Gerente General,3874611499,mabeliprez@gmail.com,agenciasaltacrece@gmail.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.398953,-24.774207,"<Point><coordinates>-65.398953,-24.774207,0.0</coordinates></Point>"
Nro de Inscripción: 71<br>CUIT: 30-71024726-5<br>Domicilio: SAN CARLOS 68 1ER. PISO -<br>Localidad: La Banda<br>Provincia: Santiago Del Estero<br>Código Postal: 4300<br>Referente y Cargo: CPN ABEL RAMIRO TORRES GERENTE GENERAL<br>Teléf. de Contacto: 3854048196<br>E-Mail de contacto: incubarsantiago@gmail.com<br>WEB: www.jatrophacurcasweb.com.ar ; www.mipymes.com.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.242735<br>Sur: -27.732421,CULTIVOS ENERGETICOS SRL,71,30-71024726-5,SAN CARLOS 68 1ER. PISO -,La Banda,Santiago Del Estero,4300,CPN ABEL RAMIRO TORRES GERENTE GENERAL,3854048196,incubarsantiago@gmail.com,www.jatrophacurcasweb.com.ar ; www.mipymes.com.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-64.242735,-27.732421,"<Point><coordinates>-64.242735,-27.732421,0.0</coordinates></Point>"
Nro de Inscripción: 68<br>CUIT: 30-68743293-9<br>Domicilio: Avenida Rio de la Plata 383 Centro Civico<br>Localidad: Palpala<br>Provincia: Jujuy<br>Código Postal: 4612<br>Referente y Cargo: Ricardo Farquin Director de Gestion Empresarial y Produccion<br>Teléf. de Contacto: 0388-15-4355599 / 0388-15-6854154 / 0388-4276689<br>E-Mail de contacto: ricardofarquin@outlook.com.ar<br>WEB: www.palpala.gob.ar<br>Perfil de Facebook: https://www.facebook.com/InstitutoMunicipalDeDesarrollo/?fref=ts#<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.212750<br>Sur: -24.257856,Instituto Municipal de Desarrollo (gobierno municipal de Palpala),68,30-68743293-9,Avenida Rio de la Plata 383 Centro Civico,Palpala,Jujuy,4612,Ricardo Farquin Director de Gestion Empresarial y Produccion,0388-15-4355599 / 0388-15-6854154 / 0388-4276689,ricardofarquin@outlook.com.ar,www.palpala.gob.ar,https://www.facebook.com/InstitutoMunicipalDeDesarrollo/?fref=ts#,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.21275,-24.257856,"<Point><coordinates>-65.21275,-24.257856,0.0</coordinates></Point>"
Nro de Inscripción: 65<br>CUIT: 30-71291470-6<br>Domicilio: San Juan 1754 1 1<br>Localidad: Eldorado<br>Provincia: Misiones<br>Código Postal: 3380<br>Referente y Cargo: Juan Carlos Otto Presidente<br>Teléf. de Contacto: 03751 425886<br>E-Mail de contacto: jcotto@huellasmisioneras.org.ar<br>WEB: www.huellasmisioneras.org.ar<br>Perfil de Facebook: https://www.facebook.com/juancarlos.otto?fref=ts<br>Twitter: No Posee<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -54.608230<br>Sur: -26.410074,Fundación Huellas Misioneras,65,30-71291470-6,San Juan 1754 1 1,Eldorado,Misiones,3380,Juan Carlos Otto Presidente,03751 425886,jcotto@huellasmisioneras.org.ar,www.huellasmisioneras.org.ar,https://www.facebook.com/juancarlos.otto?fref=ts,No Posee,INCUBADORA PAC y Fondo Semilla,incubadora,-54.60823,-26.410074,"<Point><coordinates>-54.60823,-26.410074,0.0</coordinates></Point>"
Nro de Inscripción: 60<br>CUIT: 30-53091769-6<br>Domicilio: 8 de junio 522 PB<br>Localidad: Concepción del Uruguay<br>Provincia: Entre Ríos<br>Código Postal: 3260<br>Referente y Cargo: Gustavo Eduardo Solanas Secretario de producción y vinculación tecnológica<br>Teléf. de Contacto: 03442-425606/427721<br>E-Mail de contacto: secproduccion@ucu.edu.ar<br>WEB: www.ucu.edu.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.229632<br>Sur: -32.481926,UNIVERSIDAD DE CONCEPCION DEL URUGUAY -UCU-,60,30-53091769-6,8 de junio 522 PB,Concepción del Uruguay,Entre Ríos,3260,Gustavo Eduardo Solanas Secretario de producción y vinculación tecnológica,03442-425606/427721,secproduccion@ucu.edu.ar,www.ucu.edu.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.229632,-32.481926,"<Point><coordinates>-58.229632,-32.481926,0.0</coordinates></Point>"
Nro de Inscripción: 81<br>CUIT: 30-71078682-4<br>Domicilio: 25 de Mayo 577 (este)<br>Localidad: San Juan<br>Provincia: San Juan<br>Código Postal: 5400<br>Referente y Cargo: Eduardo Danna Presidente<br>Teléf. de Contacto: 0264-427-4191/ 427-4391<br>E-Mail de contacto: psaleme@calidadsj.com.ar<br>WEB: www.calidadsj.com.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC<br>Oeste: -68.518128<br>Sur: -31.531420,CALIDAD SAN JUAN,81,30-71078682-4,25 de Mayo 577 (este),San Juan,San Juan,5400,Eduardo Danna Presidente,0264-427-4191/ 427-4391,psaleme@calidadsj.com.ar,www.calidadsj.com.ar,,,INCUBADORA PAC,incubadora,-68.518128,-31.53142,"<Point><coordinates>-68.518128,-31.53142,0.0</coordinates></Point>"
Nro de Inscripción: <br>CUIT: 30-71477976-8<br>Domicilio: FRANKLIN 565 2 A<br>Localidad: Resistencia<br>Provincia: Chaco<br>Código Postal: 3500<br>Referente y Cargo: Facundo Ezequiel Irala Alvarez PRESIDENTE<br>Teléf. de Contacto: 3624537905<br>E-Mail de contacto: <br>WEB: EN CONSTRUCCION<br>Perfil de Facebook: <br>Twitter: <br>Programas: <br>Oeste: -58.986804<br>Sur: -27.460242,FUNDACIÓN CONSTRUYENDO UN NUEVO MUNDO,,30-71477976-8,FRANKLIN 565 2 A,Resistencia,Chaco,3500,Facundo Ezequiel Irala Alvarez PRESIDENTE,3624537905,,EN CONSTRUCCION,,,,incubadora,-58.986804,-27.460242,"<Point><coordinates>-58.986804,-27.460242,0.0</coordinates></Point>"
Nro de Inscripción: 115<br>CUIT: 30-68472339-8<br>Domicilio: Bv. 27 de Febrero 270 bis<br>Localidad: Rosario<br>Provincia: Santa Fe<br>Código Postal: S2000EZP<br>Referente y Cargo: Javier Fernando Palatnik Presidente<br>Teléf. de Contacto: 0341- 4821771 interno 122<br>E-Mail de contacto: casadevall@rosario-conicet.gov.ar<br>WEB: https://www.facebook.com/aceleradorabior/ ; www.bior.gob.ar (sitio en construcción)<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC<br>Oeste: -60.631813<br>Sur: -32.969645,Fundacion Instituto de Biología Molecular y Celular de Rosario,115,30-68472339-8,Bv. 27 de Febrero 270 bis,Rosario,Santa Fe,S2000EZP,Javier Fernando Palatnik Presidente,0341- 4821771 interno 122,casadevall@rosario-conicet.gov.ar,https://www.facebook.com/aceleradorabior/ ; www.bior.gob.ar (sitio en construcción),,,INCUBADORA PAC,incubadora,-60.631813,-32.969645,"<Point><coordinates>-60.631813,-32.969645,0.0</coordinates></Point>"
Nro de Inscripción: 108<br>CUIT: 30-99901363-1<br>Domicilio: Liniers 50<br>Localidad: Villa Carlos Paz<br>Provincia: Córdoba<br>Código Postal: 5152<br>Referente y Cargo: Juan Jose Teruel Coordinador<br>Teléf. de Contacto: 0351 15 6257846<br>E-Mail de contacto: juanjteruel@gmail.com<br>WEB: www.villacarlospaz.gov.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.493934<br>Sur: -31.417294,EPADEL (Ente para el Desarrollo Local) Municipalidad de Villa Carlos Paz,108,30-99901363-1,Liniers 50,Villa Carlos Paz,Córdoba,5152,Juan Jose Teruel Coordinador,0351 15 6257846,juanjteruel@gmail.com,www.villacarlospaz.gov.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-64.493934,-31.417294,"<Point><coordinates>-64.493934,-31.417294,0.0</coordinates></Point>"
Nro de Inscripción: 58<br>CUIT: 30-71521450-0<br>Domicilio: Calle 15 Numero 40 esquina Ruta 36 40<br>Localidad: Berazategui<br>Provincia: Buenos Aires<br>Código Postal: 1884<br>Referente y Cargo: Galdos Facundo Dario Presidente<br>Teléf. de Contacto: 4351-1147 // 15-55759-2840<br>E-Mail de contacto: camarafocava@gmail.com<br>WEB: EN CONSTRUCCION<br>Perfil de Facebook: //www.facebook.com/CgeraGbaRegionalSur<br>Twitter: @cgeraregional<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.199426<br>Sur: -34.757844,Asociación Civil Camara de Empresarios Bonaerenses para el Fortalecimiento de las Cadenas de Valor (FOCAVA),58,30-71521450-0,Calle 15 Numero 40 esquina Ruta 36 40,Berazategui,Buenos Aires,1884,Galdos Facundo Dario Presidente,4351-1147 // 15-55759-2840,camarafocava@gmail.com,EN CONSTRUCCION,//www.facebook.com/CgeraGbaRegionalSur,@cgeraregional,INCUBADORA PAC y Fondo Semilla,incubadora,-58.199426,-34.757844,"<Point><coordinates>-58.199426,-34.757844,0.0</coordinates></Point>"
Nro de Inscripción: 74<br>CUIT: 30-71447943-8<br>Domicilio: Los Membrillos 301 - -<br>Localidad: Potrero de los Funes<br>Provincia: San Luis<br>Código Postal: 5701<br>Referente y Cargo: Juan Sebastián Puntella Socio<br>Teléf. de Contacto: Movistar (0266) 15-440-2553<br>E-Mail de contacto: info@vilagos.com.ar<br>WEB: www.vilagos.com.ar<br>Perfil de Facebook: https://www.facebook.com/Vil%C3%A1gos-2052784264946233/<br>Twitter: https://twitter.com/DonamosOrg<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -66.221433<br>Sur: -33.219486,"Világos SH de Puntella, Juan Sebastián y Mokfalvi, Marina Fernanda",74,30-71447943-8,Los Membrillos 301 - -,Potrero de los Funes,San Luis,5701,Juan Sebastián Puntella Socio,Movistar (0266) 15-440-2553,info@vilagos.com.ar,www.vilagos.com.ar,https://www.facebook.com/Vil%C3%A1gos-2052784264946233/,https://twitter.com/DonamosOrg,INCUBADORA PAC y Fondo Semilla,incubadora,-66.221433,-33.219486,"<Point><coordinates>-66.221433,-33.219486,0.0</coordinates></Point>"
Nro de Inscripción: 112<br>CUIT: 30-99916765-5<br>Domicilio: Av Lavalle 750<br>Localidad: Resistencia<br>Provincia: Chaco<br>Código Postal: 3500<br>Referente y Cargo: María Laura Binaghi Coordinadora<br>Teléf. de Contacto: 0362 4458212<br>E-Mail de contacto: mlbinaghi@gmail.com<br>WEB: www.mr.gov.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.986080<br>Sur: -27.439348,Subsecretaría de Innovación y Desarrollo Local,112,30-99916765-5,Av Lavalle 750,Resistencia,Chaco,3500,María Laura Binaghi Coordinadora,0362 4458212,mlbinaghi@gmail.com,www.mr.gov.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.98608,-27.439348,"<Point><coordinates>-58.98608,-27.439348,0.0</coordinates></Point>"
Nro de Inscripción: 114<br>CUIT: 30-53372617-4<br>Domicilio: Belgrano 860 Primer (1º) -<br>Localidad: San Salvador de Jujuy<br>Provincia: Jujuy<br>Código Postal: 4600<br>Referente y Cargo: Juan Marcos Cimatoribus Responsable Incubar<br>Teléf. de Contacto: 0388-4230883<br>E-Mail de contacto: jcimatoribus@hotmail.com<br>WEB: www.uejujuy.com.ar<br>Perfil de Facebook: uejujuy<br>Twitter: uejujuy<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.304890<br>Sur: -24.185512,Unión Empresarios de Jujuy,114,30-53372617-4,Belgrano 860 Primer (1º) -,San Salvador de Jujuy,Jujuy,4600,Juan Marcos Cimatoribus Responsable Incubar,0388-4230883,jcimatoribus@hotmail.com,www.uejujuy.com.ar,uejujuy,uejujuy,INCUBADORA PAC y Fondo Semilla,incubadora,-65.30489,-24.185512,"<Point><coordinates>-65.30489,-24.185512,0.0</coordinates></Point>"
"Nro de Inscripción: 111<br>CUIT: 30-71042742-5<br>Domicilio: Belgrano 526 2<br>Localidad: Viedma<br>Provincia: Río Negro<br>Código Postal: 8500<br>Referente y Cargo: Marta Borda Secretaria de Investigación, Creación Artística, Desarrollo y Transferencia de Tecnología<br>Teléf. de Contacto: 02920-442021<br>E-Mail de contacto: cgarciasartor@unrn.edu.ar<br>WEB: http://www.unrn.edu.ar/<br>Perfil de Facebook: https://www.facebook.com/unrionegro/?fref=ts<br>Twitter: @unrionegro<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -62.993954<br>Sur: -40.808898",UNIVERSIDAD NACIONAL DE RIO NEGRO,111,30-71042742-5,Belgrano 526 2,Viedma,Río Negro,8500,"Marta Borda Secretaria de Investigación, Creación Artística, Desarrollo y Transferencia de Tecnología",02920-442021,cgarciasartor@unrn.edu.ar,http://www.unrn.edu.ar/,https://www.facebook.com/unrionegro/?fref=ts,@unrionegro,INCUBADORA PAC y Fondo Semilla,incubadora,-62.993954,-40.808898,"<Point><coordinates>-62.993954,-40.808898,0.0</coordinates></Point>"
Nro de Inscripción: 104<br>CUIT: 30-71508445-3<br>Domicilio: Seguí 22<br>Localidad: Gualeguaychú<br>Provincia: Entre Ríos<br>Código Postal: 2820<br>Referente y Cargo: Matias Berardo Secretario<br>Teléf. de Contacto: 54-3446-436268 / 54-3446-434885<br>E-Mail de contacto: mberardo@creatioinnovacion.org<br>WEB: www.creatioinnovacion.org<br>Perfil de Facebook: https://www.facebook.com/creatioargentina/?fref=ts<br>Twitter: https://twitter.com/creatioinnova<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.516077<br>Sur: -33.008544,ASOCIACION CIVIL PARA EL DESARROLLO DE LA CREATIVIDAD APLICADA Y TRANSFERENCIA DE INNOVACION A LAS ORGANIZACIONES - CREATIO,104,30-71508445-3,Seguí 22,Gualeguaychú,Entre Ríos,2820,Matias Berardo Secretario,54-3446-436268 / 54-3446-434885,mberardo@creatioinnovacion.org,www.creatioinnovacion.org,https://www.facebook.com/creatioargentina/?fref=ts,https://twitter.com/creatioinnova,INCUBADORA PAC y Fondo Semilla,incubadora,-58.516077,-33.008544,"<Point><coordinates>-58.516077,-33.008544,0.0</coordinates></Point>"
