Categoría,description,Articulador,Provincia,Localidad,Email,Sitio Web,Dirección,Teléfono,latitude,longitude
Emprendimientos Marca Colectiva,EMC – San Juan – Rawson (NEWEN MAPU CUEROS),Emprendimiento NEWEN MAPU CUEROS,San Juan,Rawson,jcgiacobbe@yahoo.com.ar,,Rawson (San Juan),,-31.566429,-68.523842
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Necochea (ALCAPARRAS NECO SUR),Emprendimiento ALCAPARRAS NECO SUR,Buenos Aires,Necochea,nevioomarrapaccini@yahoo.com.ar,,Necochea (Buenos Aires),,-38.552549,-58.734041
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Mar del Plata (CORUJINHA),Emprendimiento CORUJINHA,Buenos Aires,Mar del Plata,miriambarbarin7@hotmail.com.ar,,Mar del Plata (Buenos Aires),,-37.943119,-57.577828
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Ciudad Autónoma de Buenos Aires (MLP DISEGNO),Emprendimiento MLP DISEGNO,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,mlpdisegno@yahoo.com.ar,,Ciudad Autónoma de Buenos Aires (Buenos Aires),,-34.648694,-58.50836
Emprendimientos Marca Colectiva,EMC – Salta – Villa Soledad (ARTESANOS DE OFICIO),Cooperativa de Trabajo ARTESANOS DE OFICIO Ltda.,Salta,Villa Soledad,artesanosdelaestacion@hotmail.com,,Villa Soledad (Salta),,-24.807517,-65.397218
Emprendimientos Marca Colectiva,EMC – Santa Fe – Villa Constitución (RAC INDUMENTARIA DEPORTIVA),Emprendimiento RAC INDUMENTARIA DEPORTIVA,Santa Fe,Villa Constitución,jorge_garcia@arnet.com.ar,,Villa Constitución (Santa Fe),,-33.241704,-60.320929
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Gral. San Martín (VASALISSA),Emprendimiento VASALISSA OBJETOS DE AUTOR,Buenos Aires,Gral. San Martín,paiu11@hotmail.com,,Gral. San Martín (Buenos Aires),,-34.562745,-58.542505
Emprendimientos Marca Colectiva,EMC – Buenos Aires – San Nicolás (HECHO EN LA TRINCHERA),Emprendimiento HECHO EN LA TRINCHERA,Buenos Aires,San Nicolás,raulbattaggia@intercom.com.ar,,San Nicolás (Buenos Aires),,-33.33497,-60.21467
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Villa Ballester (ALMA INDIA),Emprendimiento ALMA INDIA,Buenos Aires,Villa Ballester,almaindiaestampas@gmail.com,,Villa Ballester (Buenos Aires),,-34.563008,-58.554243
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Lanús Oeste (INTI),Cooperativa de trabajo INTI LTDA.,Buenos Aires,Lanús Oeste,intiplac@yahoo.com.ar,,Lanús Oeste (Buenos Aires),,-34.690122,-58.39779
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Isidro Casanova (GOS),Emprendimiento GOS,Buenos Aires,Isidro Casanova,lenceria.gos@hotmail.com,,Isidro Casanova (Buenos Aires),,-34.71283,-58.599376
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Moreno (TEJETERE),Emprendimiento TEJETERE,Buenos Aires,Moreno,tejetere@gmail.com / reveca_0312@outlook.com,,Moreno (Buenos Aires),,-34.54916,-58.800825
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Isidro Casanova (NIVAL),Emprendimiento NIVAL,Buenos Aires,Isidro Casanova,marcela_tania@live.com,,Isidro Casanova (Buenos Aires),,-34.712755,-58.599439
Emprendimientos Marca Colectiva,EMC – Buenos Aires – González Catán (CHICHITOS),Emprendimiento CHICHITOS,Buenos Aires,González Catán,chichitos@live.com.ar,,González Catán (Buenos Aires),,-34.777491,-58.639111
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Baradero (YLAPAKA),Emprendimiento YLAPAKA,Buenos Aires,Baradero,nancybenitezderapalin@gmail.com,,Baradero (Buenos Aires),,-33.804626,-59.505371
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Rafael Calzada (NINNA),Emprendimiento NINNA Taller de diseño,Buenos Aires,Rafael Calzada,yanina_estoyenbariloche@hotmail.com,,Rafael Calzada (Buenos Aires),,-34.794941,-58.344893
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Florencio Varela (MINAMI KAZOKU),Emprendimiento AGRUPAMIENTO MINAMI KAZOKU ,Buenos Aires,Florencio Varela,romina.yamashiro@gmail.com,,Florencio Varela (Buenos Aires),,-34.827677,-58.226463
Emprendimientos Marca Colectiva,EMC – Buenos Aires – La Plata (NAILA ACCESORIOS),Emprendimiento NAILA ACCESORIOS,Buenos Aires,La Plata,micaelapas@gmail.com,,La Plata (Buenos Aires),,-34.881539,-57.96933
Emprendimientos Marca Colectiva,EMC – Buenos Aires – San Martín (T.E.C.),Cooperativa de Trabajo T.E.C. ,Buenos Aires,San Martín,flaviaprodan@gmail.com,,San Martín (Buenos Aires),,-34.549633,-58.54684
Emprendimientos Marca Colectiva,EMC – Salta – San Carlos (AGROPECUARIA Y FORESTAL SAN CARLOS),Cooperativa AGROPECUARIA Y FORESTAL SAN CARLOS Ltda.,Salta,San Carlos,Ssancarlos@hotmail.com,,San Carlos (Salta),,-25.893047,-65.929671
Emprendimientos Marca Colectiva,EMC – Corrientes – Goya (FERIA FRANCA GOYA),Emprendimiento AGRUPAMIENTO FERIA FRANCA GOYA,Corrientes,Goya,laualemis@gmail.com,,Goya (Corrientes),,-29.142425,-59.263938
Emprendimientos Marca Colectiva,EMC – Entre Ríos – Villa Paranacito (PECAGUA),"Cooperativa Agricola Productores del Delta Ltda ""PECAGUA""",Entre Ríos,Villa Paranacito,yrestelli@yahoo.com.ar,,Villa Paranacito (Entre Rios),,-33.715393,-58.659247
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Laferrere (TLM TELOMIAN),Emprendimiento AGRUPAMIENTO TLM TELOMIAN,Buenos Aires,Laferrere,valdo-321@hotmail.com,http://www.emprendedoresenmovimiento.blogspot.com.ar/,Laferrere (Buenos Aires),,-34.747846,-58.58801
Emprendimientos Marca Colectiva,EMC – Mendoza – Malargüe (LA MALARGUINA),Emprendimiento AGRUPAMIENTO LA MALARGUINA,Mendoza,Malargüe,adela.mercado@gmail.com,,Malargüe (Mendoza),,-35.472121,-69.581204
Emprendimientos Marca Colectiva,EMC – Córdoba – Huerta Grande (AGRUPAMIENTO DE MANOS Y DE PALABRAS),Emprendimiento AGRUPAMIENTO DE MANOS Y DE PALABRAS,Córdoba,Huerta Grande,adrianatello56@hotmail.com,,Huerta Grande (Córdoba),,-31.068223,-64.50059
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Los Cardales (AGRUPAMIENTO LA RESERVA),Emprendimiento AGRUPAMIENTO LA RESERVA,Buenos Aires,Los Cardales,lareservaartesanal@hotmail.com,,Los Cardales (Buenos Aires),,-34.32676,-58.97264
Emprendimientos Marca Colectiva,EMC – Chubut – Rada Tilly (Muñecos Patagónicos LTDA),Cooperativa de Trabajo Muñecos Patagónicos LTDA,Chubut,Rada Tilly,stellatokatsis@speedy.com.ar,,Rada Tilly (Chubut),,-45.928942,-67.565285
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Uribelarrea (ASOCIACIÓN DE TURISMO),Emprendimiento ASOCIACIÓN DE TURISMO DE URIBELARREA,Buenos Aires,Uribelarrea,saboresdeuribelarrea@gmail.com,,Uribelarrea (Buenos Aires),,-35.123862,-58.891948
Centros de Referencia,CDR – Buenos Aires – San Fernando,Centro de Referencia,Buenos Aires,San Fernando,cdrsanfernando@desarrollosocial.gob.ar,,Sarmiento 1067/1069 - CP B1646EBG - San Fernando (Buenos Aires),(011) 4506-4110,-34.439127,-58.557093
Centros de Referencia,CDR – Santa Cruz – El Calafate,Centro de Referencia,Santa Cruz,El Calafate,cdrcalafate@desarrollosocial.gob.ar,,Av. Libertador 1568 - CP Z9405ZAA - El Calafate (Santa Cruz),(02902) 495599,-50.338636,-72.271711
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Gonzalez Catán (UNEMA),Cooperativa de Trabajo UNEMA Ltda.,Buenos Aires,Gonzalez Catán,GERMAN_ALFARO2006@HOTMAIL.COM,,Gonzalez Catán (Buenos Aires),,-34.774169,-58.709747
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Junín (BENETELLI),"Emprendimiento COOPERATIVA DE TRABAJO FIDEERA LIMITADA ""BENETELLI""",Buenos Aires,Junín,pedrolablunda@gmail.com,,Junín (Buenos Aires),,-34.58855,-60.949554
Emprendimientos Marca Colectiva,EMC – Mendoza – San Rafael (APROSSAR),"Emprendimiento ASOCIACION DE PEQUEÑOS PRODUCTORES SAN RAFAEL ""APROSSAR""",Mendoza,San Rafael,juancalanda@gmail.com,,San Rafael (Mendoza),,-34.616253,-68.329993
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Bahía Blanca (BOSQUIMANOS),"Emprendimiento AGRUPAMIENTO FERIA DEL BOSQUE PERALTA RAMOS ""BOSQUIMANOS""",Buenos Aires,Bahía Blanca,artesanosdelbosquepr@yahoo.com.ar,,Bahía Blanca (Buenos Aires),,-38.716973,-62.265556
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Berazategui (AGRUPAMIENTO CABURE),Emprendimiento AGRUPAMIENTO CABURE,Buenos Aires,Berazategui,dibanez@gmail.com,,Berazategui (Buenos Aires),,-34.780375,-58.203174
Emprendimientos Marca Colectiva,EMC – Corrientes – Paso de la Patria (AGRUPAMIENTO FRANDACO),Emprendimiento AGRUPAMIENTO FRANDACO,Corrientes,Paso de la Patria,horaciococco@hotmail.com,,Paso de la Patria (Corrientes),,-34.774169,-58.709747
Emprendimientos Marca Colectiva,EMC – Santa Fe – Rosario (COOPERATIVA DE TRABAJO ENCUENTRO),Emprendimiento COOPERATIVA DE TRABAJO ENCUENTRO LIMITADA,Santa Fe,Rosario,coopencuentro.ros@gmail.com,,Rosario (Santa Fe),,-32.946596,-60.652615
Emprendimientos Marca Colectiva,EMC – Río Negro – San Carlos de Bariloche (ASOCIACION ARTESANOS DE BARILOCHE),Emprendimiento ASOCIACION ARTESANOS DE BARILOCHE,Río Negro,San Carlos de Bariloche,info@artesanosbariloche.com.ar,,San Carlos de Bariloche (Rio Negro),,-41.135735,-71.308839
Emprendimientos Marca Colectiva,EMC – Buenos Aires – Ituzaingó (TILE),Emprendimiento TILE,Buenos Aires,Ituzaingó,info@vientosbambu.com.ar,,Ituzaingó (Buenos Aires),,-34.657024,-58.675398
Emprendimientos Marca Colectiva,EMC – Tucumán – Tafí del Valle (LAS KUMITAS),Emprendimiento LAS KUMITAS,Tucumán,Tafí del Valle,florindagatti@yahoo.com.ar ,,Tafí del Valle (Tucumán),,-26.847995,-65.700538
Emprendimientos Marca Colectiva,EMC – Río Negro – Dina Huapi (QUIMEY PIUKE),Emprendimiento MERCADO DE LA ESTEPA QUIMEY PIUKE ASOCIACION CIVIL,Río Negro,Dina Huapi,anabasudina@hotmail.com,,Dina Huapi (Rio Negro),,-41.068186,-71.1632
Ferias Permanentes,FP – Santa Fe – Sunchales,FERIA PERMANENTE SUNCHALES - FRECUENCIA MENSUAL,Santa Fe,Sunchales,desarrollo@sunchales.gov.ar ,,Plaza Central (25 de mayo e Italia) - CP 2322 - Sunchales (Santa Fe),(03493) 425646,-30.944662,-61.560549
Ferias Permanentes,FP – Santa Fe – Ciudad de Galvez,FERIA PERMANENTE CIUDAD DE GALVEZ - FRECUENCIA MENSUAL,Santa Fe,Ciudad de Galvez,haciendayproduccion@galvez.gov.ar,,Plaza Central (Sarmiento y Avenida 25 de Mayo) - CP S2252ZAA - Ciudad de Galvez (Santa Fé),(03404) 481130,-32.029904,-61.221041
Ferias Permanentes,FP – Mendoza – Tunuyán,FERIA PERMANENTE TUNUYÁN - FRECUENCIA SEMANAL,Mendoza,Tunuyán,luciagaray8@hotmail.com,,Manzano Histórico (Ruta 94 y Ruta 89)- CP 5560- Tunuyán (Mendoza),(02622) 424003,-33.602164,-69.38324
Ferias Permanentes,FP – Córdoba – Amboy,FERIA PERMANENTE AMBOY - FRECUENCIA SEMANAL,Córdoba,Amboy,ciberflor@yahoo.com,,"Plaza Pública de Amboy (Calle pública S/N, entre el Dispensario y el Juzgado de Paz) - CP 5199 - Amboy (Córdoba)",(03546) 491014,-32.176242,-64.574725
Ferias Permanentes,FP – Buenos Aires – Suipacha,FERIA PERMANENTE SUIPACHA - FRECUENCIA MENSUAL,Buenos Aires,Suipacha,suipacha.produccion@gmail.com,,Plaza Brown (Belgrano y Sarmiento) - CP B6612ZAA - Suipacha (Buenos Aires),(02324) 15649049,-34.772654,-59.690511
Ferias Permanentes,FP – Buenos Aires – Colón,FERIA PERMANENTE COLÓN - FRECUENCIA QUINCENAL,Buenos Aires,Colón,marqua100@hotmail.com,,Plaza San Martin (Boulevar 17 y Boulevar 50) - CP B2720ZAA - Colón (Buenos Aires),(02473) 423337,-33.897278,-61.099441
Ferias Permanentes,FP – Buenos Aires – Benito Juarez,FERIA PERMANENTE BENITO JUÁREZ - FRECUENCIA MENSUAL,Buenos Aires,Benito Juarez,marita.teresa.ricci@gmail.com,,"Plaza Ramón Santamarina (Barker, Ordaz Nº 550)  - CP B7020ZAA - Benito Juarez (Buenos Aires)",(02292) 451400,-37.639778,-59.391238
Ferias Permanentes,FP – Tucumán – San Pedro Colalao,FERIA PERMANENTE SAN PEDRO DE COLALAO - FRECUENCIA SEMANAL,Tucumán,San Pedro Colalao,emialonso@yahoo.com,,24 de Septiembre entre las Heras y Congreso - CP 4124 - San Pedro de Colalao (Tucumán),(011) 1538125596,-26.234645,-65.495954
Ferias Permanentes,FP – Tucumán – La Madrid,FERIA PERMANENTE  LA MADRID - FRECUENCIA SEMANAL,Tucumán,La Madrid,grdorao@gmail.com,,Plaza principal (Calle 25 y Avellaneda) -CP 4176 - La Madrid (Tucumán),(03891) 1566547409,-27.645196,-65.246724
Ferias Permanentes,FP – Santa Fe – Villa Gobernador Galvez,FERIA PERMANENTE VILLA GOBERNADOR GALVEZ - FRECUENCIA SEMANAL,Santa Fe,Villa Gobernador Galvez,claudiaedithrodriguez@live.com.ar,,Parque Regional Sur (Colectora Gálvez y Ayacucho) - CP 2124 - Villa Gobernador Galvez (Santa Fe),(0341) 492255,-33.016177,-60.634016
Ferias Permanentes,FP – Santa Fe – Roldán,FERIA PERMANENTE ROLDAN - FRECUENCIA SEMANAL,Santa Fe,Roldán,mariramallo60@hotmail.com,,Paseo del Bicentenario (San Martín 400) - CP S2134ZAA - Roldán (Santa Fé),(0341) 4962211 ,-32.900694,-60.903831
Ferias Permanentes,FP – Santa Fe – Las Parejas,FERIA PERMANENTE LAS PAREJAS - FRECUENCIA SEMANAL,Santa Fe,Las Parejas,lasparejasaccionsocial@telnet.com.ar,,Plaza San Martín (Avenida 21 y calle 20) - CP S2505ZAA - Las Parejas (Santa Fé),(03471) 471330,-32.678088,-61.518692
Ferias Permanentes,FP – Santa Fe – General Lagos,FERIA PERMANENTE GENERAL LAGOS - FRECUENCIA MENSUAL,Santa Fe,General Lagos,centrocjh@hotmail.com,,Estación de Tren (Mitre y Calle 9)  - CP 2127 - General Lagos (Santa Fé),(03402) 15448468,-33.109452,-60.564255
Ferias Permanentes,FP – Santa Fe – Diego de Alvear,FERIA PERMANENTE DIEGO DE ALVEAR - FRECUENCIA MENSUAL,Santa Fe,Diego de Alvear,noelia_45_86@hotmail.com,,Plaza Principal (San Martín y Avenida Crhistophersen) - CP S6036ZAA - Diego de Alvear (Santa Fé),(03382) 493288 ,-34.372617,-62.128199
Ferias Permanentes,FP – Santa Fe – Cañada de Gómez,FERIA PERMANENTE CAÑADA DE GOMEZ  - FRECUENCIA MENSUAL,Santa Fe,Cañada de Gómez,produccionyempleo@mcg.gov.ar,,Pasaje Cívico Bicentenario (Irigoyen y 7 de Octubre) - CP S2500ZAA - Cañada de Gómez (Santa Fé),(03471) 422008,-32.81937,-61.395004
Ferias Permanentes,FP – Salta – Seclantas,FERIA PERMANENTE SECLANTAS - FRECUENCIA MENSUAL,Salta,Seclantas,nico_aban@hotmail.com,,Plaza La Junta (Abrahán Cornejo y Pedro Ferreyra) - CP A4419ZAA - Seclantás (Salta),(0387) 155090804 ,-25.331652,-66.244226
Ferias Permanentes,FP – Salta – Santa Victoria Oeste,FERIA PERMANENTE SANTA VICTORIA OESTE - FRECUENCIA MENSUAL,Salta,Santa Victoria Oeste,fer_pfa@hotmail.com,,Plaza Central (Islas Malvinas y 20 de febrero) - CP 4651 - Santa Victoria Oeste (Salta),(0387) 154082290,-22.250708,-64.965523
Ferias Permanentes,FP – Salta – San Carlos,FERIA PERMANENTE SAN CARLOS - FRECUENCIA MENSUAL,Salta,San Carlos,museo_san_carlos@yahoo.com.ar,,Plaza Cuatro de Noviembre (Rivadavia y Ruta Nacional Nº 40) - CP 4427Z - San Carlos (Salta),(0387) 54870996,-25.893029,-65.929099
Ferias Permanentes,FP – Salta – Animana,FERIA PERMANENTE ANIMANA - FRECUENCIA MENSUAL,Salta,Animana,munianimana@yahoo.com.ar,,Centro cultural La Casona (Ruta Nacional 40 y Quiróz) - CP 4427- Animaná (Salta) ,(03868) 492001 ,-25.96957,-65.950859
Ferias Permanentes,FP – Mendoza – Santa Rosa,FERIA PERMANENTE SANTA ROSA - FRECUENCIA SEMANAL,Mendoza,Santa Rosa,caraguillermo@gmail.com,,Predio de los Algarrobos (Emilio Civit S/N (Ruta 50)) - CP M5596ZAA - Santa Rosa (Mendoza),(0263) 4497037,-33.251562,-68.152255
Ferias Permanentes,FP – Mendoza – San Rafael,FERIA PERMANENTE SAN RAFAEL  - FRECUENCIA SEMANAL,Mendoza,San Rafael,noemicastro@hotmail.com.ar,,Plaza Francia (Av. Hipolito Yrigoyen y Sobremonte)- CP 5600- San Rafael (Mendoza),(0260) 4422121,-34.610796,-68.347577
Ferias Permanentes,FP – Mendoza – San Martín,FERIA PERMANENTE SAN MARTIN - FRECUENCIA QUINCENAL,Mendoza,San Martín,patriciosoloaa@yahoo.com.ar,,Plazoleta Sarmiento (9 de Julio y Boulogne Sur Mer) - CP M5512ZAA - San Martín (Mendoza),(0261) 4980618,-33.083495,-68.47283
Ferias Permanentes,FP – Mendoza – Lavalle,FERIA PERMANENTE LAVALLE - FRECUENCIA MENSUAL,Mendoza,Lavalle,nataliafgodoy@gmail.com,,CEIL (Dr. Moreno y Fleming) – CP 5533- Lavalle (Mendoza),(0261) 155746766,-32.722104,-68.602164
Ferias Permanentes,FP – Corrientes – Corrientes,FERIA PERMANENTE CORRIENTES - FRECUENCIA SEMANAL,Corrientes,Corrientes,jmfernandez000@gmail.com,,Paseo Arazaty (Lavalle y  Costanera Sur) - CP W3400ZAC - Corrientes (Corrientes),(0379) 4474725,-27.474009,-58.852829
Ferias Permanentes,FP – Buenos Aires – Lincoln,FERIA PERMANENTE LINCOLN - FRECUENCIA SEMANAL,Buenos Aires,Lincoln,cuentadepatri612@gmail.com,,Plaza Rivadavia (Av. Massey y Mitre) - CP B6070ZAA - Lincoln (Buenos Aires),(02355) 422421 ,-34.868086,-61.529558
Ferias Permanentes,FP – Buenos Aires – Gonzales Chaves,FERIA PERMANENTE GONZALES CHAVES - FRECUENCIA MENSUAL,Buenos Aires,Gonzales Chaves,juanfesler@gmail.com,,Galpón del Ferrocarril (Estación FFCC entre Av. Pte. Perón y Belgrano)  - CP B7513ZAA - Gonzales Chaves (Buenos Aires),(02983) 484444,-38.029045,-60.099806
Ferias Permanentes,FP – Buenos Aires – Cármen de Areco,FERIA PERMANENTE CÁRMEN DE ARECO - FRECUENCIA MENSUAL,Buenos Aires,Cármen de Areco,desarrollosocial@carmendeareco.gob.ar,,Boulervard (Avenida Mitre y Vélez Sarsfield) - CP B6725ZAA - Cármen de Areco (Buenos Aires),(02273) 443397,-34.376909,-59.83079
Centros Integradores Comunitarios,CIC – Tucumán – Tafí Viejo – San Alberto,Centro Integrador Comunitario,Tucumán,Tafí Viejo - San Alberto,,,Santa Fé al 1200 - Tafí Viejo - San Alberto (Tucumán),,-26.732299,-65.266943
Centros Integradores Comunitarios,CIC – Tucumán – Las Talitas,Centro Integrador Comunitario,Tucumán,Las Talitas,,,Camino del Rio  - B° 156 Viviendas - Tafí Viejo - CP T4101ZAA - Las Talitas (Tucumán),,-26.776058,-65.208975
Centros Integradores Comunitarios,CIC – Tucumán – La Trinidad,Centro Integrador Comunitario,Tucumán,La Trinidad,,,Rivadavia y Las Heras - La Trinidad (Tucumán),,-27.3999,-65.516968
Centros Integradores Comunitarios,CIC – Tucumán – Juan B. Alberdi,Centro Integrador Comunitario,Tucumán,Juan B. Alberdi,,,Ruta 308- Km.6 – B° Naranjo - CP T4161ZAA - Juan B. Alberdi (Tucumán),,-27.584745,-65.615314
Centros Integradores Comunitarios,CIC – Tucumán – Famaillá,Centro Integrador Comunitario,Tucumán,Famaillá,,,Avda. Mitre esquina Caseros  - CP T4132ZAA - Famaillá (Tucumán),,-27.054293,-65.402099
Centros Integradores Comunitarios,CIC – Tucumán – Aguilares,Centro Integrador Comunitario,Tucumán,Aguilares,,,Barrio 11 de Marzo - CP T4152ZAA - Aguilares (Tucumán),,-27.4315,-65.614667
Centros Integradores Comunitarios,CIC – Santiago del Estero – Sumampa,Centro Integrador Comunitario,Santiago del Estero,Sumampa,,,Calle Pública s/n  - CP G5253ZAA - Sumampa (Santiago del Estero),,-29.366461,-63.468021
Centros Integradores Comunitarios,CIC – Santiago del Estero – Matará,Centro Integrador Comunitario,Santiago del Estero,Matará,,,Maipú s/n - Matará (Santiago del Estero),,-28.105341,-63.191814
Centros Integradores Comunitarios,CIC – Santiago del Estero – Los Nuñez,Centro Integrador Comunitario,Santiago del Estero,Los Nuñez,,,Ruta 211 Dpto Río Hondo  - Los Nuñez (Santiago del Estero),,-27.533331,-64.533341
Centros Integradores Comunitarios,CIC – Santiago del Estero – Los Juríes,Centro Integrador Comunitario,Santiago del Estero,Los Juríes,,,"María Campos tercera cuadra, B° Matadero - Los Juríes (Santiago del Estero)",,-28.465704,-62.109425
Centros Integradores Comunitarios,CIC – Santiago del Estero – Brea Pozo,Centro Integrador Comunitario,Santiago del Estero,Brea Pozo,,,B° Apícola Calle S/N - CP G4313ZAA - Brea Pozo (Santiago del Estero),,-28.243624,-63.948841
Centros Integradores Comunitarios,CIC – Salta – Urundel,Centro Integrador Comunitario,Salta,Urundel,,,Islas Malvinas y Bº Mataderos - Urundel (Salta),,-23.557791,-64.397221
Centros Integradores Comunitarios,CIC – Salta – Tartagal,Centro Integrador Comunitario,Salta,Tartagal,,,Guzmán esq. Artigas - CP A4560ZAA - Tartagal (Salta),,-22.516762,-63.805608
Centros Integradores Comunitarios,CIC – Salta – Talavera,Centro Integrador Comunitario,Salta,Talavera,,,Gdor. R. Romero s/n - Talavera (Salta),,-24.782957,-65.411208
Centros Integradores Comunitarios,CIC – Salta – Rosario de la Frontera,Centro Integrador Comunitario,Salta,Rosario de la Frontera,,,Rosario de la Frontera (Salta),,-25.798484,-64.973735
Centros Integradores Comunitarios,CIC – Salta – Quebrachal,Centro Integrador Comunitario,Salta,Quebrachal,,,Av. San Martín esq. Intendente Torneno - Quebrachal (Salta),,-24.782957,-65.411208
Centros Integradores Comunitarios,CIC – Salta – Pichanal,Centro Integrador Comunitario,Salta,Pichanal,,,Pichanal (Salta),,-23.31667,-64.21667
Centros Integradores Comunitarios,CIC – Salta – Nazareno,Centro Integrador Comunitario,Salta,Nazareno,,,Calle Pública s/n     - Nazareno (Salta),,-22.5,-65.11667
Centros Integradores Comunitarios,CIC – Salta – Metán,Centro Integrador Comunitario,Salta,Metán,,,Sargento Cabral 1200 - B° Cresta - CP A4440ZAA - Metán (Salta),,-25.484255,-64.973188
